time_s,Fp1,Fz,Cz,Pz,P3,P4,O1,O2
2.94140625,-2.104,-0.927,-0.683,-1.738,-7.554,-5.688,-6.526,-5.801
2.9453125,-2.235,-2.123,-1.411,-2.445,-8.883,-6.679,-8.336,-7.072
2.94921875,-1.326,-3.741,-4.76,-4.177,-8.331,-6.135,-5.614,-7.053
2.953125,-3.437,-3.896,-5.762,-5.807,-6.993,-6.307,-4.342,-8.225
2.95703125,-4.735,-3.906,-7.951,-5.691,-3.524,-4.819,-5.683,-4.259
2.9609375,-5.023,-5.005,-6.06,-8.244,-3.921,-2.766,-4.339,-2.156
2.96484375,-5.325,-5.164,-4.714,-7.409,-0.873,-0.218,-0.236,-1.402
2.96875,-8.151,-8.042,-6.96,-6.974,-1.239,-1.461,-1.471,2.571
2.97265625,-5.173,-6.719,-4.083,-4.556,1.611,-0.956,1.351,3.203
2.9765625,-4.328,-2.381,-3.893,-5.257,0.544,2.499,5.47,4.46
2.98046875,-5.395,-1.315,-3.381,-0.885,1.405,0.982,5.071,7.04
2.984375,-2.291,-1.099,-3.289,0.046,5.684,5.971,6.63,5.564
2.98828125,-0.834,-2.793,-0.311,0.941,6.007,4.177,6.162,8.728
2.9921875,-2.894,-1.327,1.554,3.982,5.814,6.7,7.108,5.629
2.99609375,-1.751,1.299,2.394,6.24,5.591,6.072,6.871,7.421
3.0,-1.811,1.734,3.19,3.396,7.226,5.018,6.899,6.758
3.00390625,1.838,1.739,5.202,7.052,5.65,5.751,5.034,4.977
3.0078125,3.518,4.549,5.262,8.617,5.914,7.599,4.661,2.673
3.01171875,6.103,7.315,6.661,8.151,7.434,4.396,1.852,0.221
3.015625,3.583,5.668,5.91,6.735,6.297,3.764,1.28,-2.435
3.01953125,4.395,7.815,4.82,3.884,2.827,2.515,0.324,-4.852
3.0234375,5.212,7.701,6.164,3.209,3.777,0.685,-0.026,-4.82
3.02734375,4.899,6.497,2.548,1.373,1.991,-1.196,-3.87,-8.403
3.03125,5.504,6.753,3.206,-1.698,1.733,-2.499,-8.267,-8.373
3.03515625,5.308,4.05,2.179,-2.291,-0.296,-4.158,-4.677,-6.484
3.0390625,6.321,1.476,-1.313,-3.728,-2.332,-4.842,-7.933,-6.067
3.04296875,5.75,0.546,-1.863,-6.678,-0.491,-4.323,-9.072,-6.558
3.046875,1.427,0.053,-0.816,-7.422,-3.489,-8.004,-6.052,-5.981
3.05078125,2.882,2.891,-2.178,-7.817,-3.514,-6.175,-5.837,-3.813
3.0546875,3.065,-2.405,-7.826,-5.919,-4.471,-5.845,-3.653,-2.726
3.05859375,0.861,-2.359,-5.724,-7.987,-5.587,-6.0,-4.707,1.529
3.0625,1.543,-3.949,-7.631,-7.398,-5.508,-4.888,-1.831,1.362
3.06640625,-2.004,-4.445,-5.233,-3.521,-6.917,-5.449,0.637,5.381
3.0703125,-0.67,-5.374,-6.224,-4.113,-6.541,-1.769,0.537,5.999
3.07421875,-4.002,-7.177,-5.832,-0.298,-7.632,-3.654,1.994,7.334
3.078125,-3.853,-4.096,-3.1,1.118,-6.043,-0.525,3.853,6.779
3.08203125,-3.997,-7.51,-4.04,2.752,-4.787,-0.716,6.517,6.3
3.0859375,-5.805,-6.765,0.523,4.545,-7.429,0.125,6.043,8.088
3.08984375,-5.081,-7.348,0.863,4.536,-1.269,3.537,6.966,6.554
3.09375,-2.578,-3.039,3.359,6.441,-0.358,4.805,8.447,1.225
3.09765625,-4.043,-1.947,2.422,7.584,0.839,4.809,6.774,3.694
3.1015625,-7.323,-2.752,4.328,6.633,-0.746,6.306,4.399,0.774
3.10546875,-7.126,0.308,5.387,6.529,1.934,5.246,3.93,-1.19
3.109375,-3.259,2.329,5.86,1.661,4.211,8.555,2.473,-3.838
3.11328125,-2.223,3.491,7.839,2.16,4.45,7.262,1.127,-4.249
3.1171875,-3.691,4.038,6.085,3.15,7.407,6.616,-0.479,-6.265
3.12109375,-0.457,3.478,5.792,1.893,6.222,5.583,-0.713,-6.507
3.125,0.743,5.406,4.951,0.948,7.345,4.5,-2.34,-5.827
3.12890625,1.159,7.667,4.607,-4.213,7.139,2.553,-2.371,-7.947
3.1328125,3.076,5.241,1.915,-3.303,9.259,2.106,-6.363,-7.786
3.13671875,4.677,4.774,1.565,-6.066,5.255,1.313,-9.337,-4.802
3.140625,4.045,5.749,-0.042,-5.804,6.307,-2.843,-6.048,-2.201
3.14453125,3.282,1.706,-2.537,-5.658,6.266,-2.993,-9.464,-2.401
3.1484375,6.176,4.391,-3.723,-5.89,2.699,-4.403,-7.337,-0.263
3.15234375,6.197,3.578,-5.441,-6.207,1.633,-3.999,-6.012,1.357
3.15625,6.855,0.549,-3.747,-4.5,3.412,-5.623,-2.287,5.226
3.16015625,6.694,-0.02,-7.312,-3.695,-0.007,-4.069,-5.428,6.542
3.1640625,4.464,-1.384,-6.938,0.14,-0.574,-8.673,-2.237,7.62
3.16796875,6.372,-4.142,-7.448,-1.143,-1.476,-8.468,1.135,7.112
3.171875,5.912,-6.464,-5.202,1.898,-3.733,-5.473,2.786,8.811
3.17578125,3.019,-4.469,-3.032,2.195,-7.248,-4.981,2.486,8.797
3.1796875,3.252,-6.286,-3.763,5.295,-6.323,-4.351,4.841,4.961
3.18359375,1.372,-6.389,-2.36,4.631,-4.635,-3.146,2.898,5.501
3.1875,0.333,-6.409,0.441,7.772,-6.567,-1.877,6.398,2.34
3.19140625,-1.941,-6.711,0.098,7.063,-6.345,-0.607,6.856,1.009
3.1953125,-0.432,-6.405,2.959,7.082,-5.72,-0.484,9.375,-2.287
3.19921875,-3.218,-6.334,5.262,4.377,-7.145,3.405,5.652,-3.03
3.203125,-2.615,-3.363,6.089,4.151,-5.932,3.044,6.346,-3.841
3.20703125,-4.911,-3.652,4.957,2.467,-6.439,5.655,4.108,-6.12
3.2109375,-6.907,-1.991,5.846,1.781,-4.511,5.968,3.214,-7.415
3.21484375,-5.669,0.197,6.543,-1.816,-1.181,6.123,2.426,-8.731
3.21875,-7.111,0.575,4.528,-1.658,1.241,7.49,1.584,-6.207
3.22265625,-6.289,1.919,4.923,-2.926,0.698,8.861,-2.038,-5.514
3.2265625,-4.962,4.903,8.467,-5.997,-0.491,5.817,-3.31,-6.836
3.23046875,-6.682,6.992,4.614,-7.406,2.649,4.782,-6.273,-3.545
3.234375,-4.544,4.731,3.176,-7.007,2.292,5.451,-5.86,-1.499
3.23828125,-2.642,6.975,-0.34,-6.711,4.397,6.729,-6.984,0.149
3.2421875,-2.822,7.597,-0.792,-6.942,7.124,1.988,-5.813,0.312
3.24609375,-3.913,6.032,-1.031,-3.831,8.408,1.07,-9.148,2.801
3.25,0.737,5.507,-4.437,-3.84,8.872,-0.55,-8.548,4.851
3.25390625,2.192,5.588,-5.276,-2.87,7.154,-1.768,-3.739,6.355
3.2578125,0.37,3.709,-7.644,-0.642,7.295,-4.249,-4.185,5.615
3.26171875,4.759,2.694,-8.241,2.253,6.206,-5.874,-2.28,8.706
3.265625,2.239,3.256,-3.682,3.392,4.594,-6.199,-1.383,9.11
3.26953125,6.199,2.826,-7.712,4.284,6.038,-7.495,0.368,8.604
3.2734375,5.333,-0.374,-7.526,5.675,3.22,-5.546,1.316,5.138
3.27734375,5.315,-3.237,-4.28,5.773,3.413,-7.433,2.252,5.426
3.28125,4.855,-1.568,-2.63,4.947,2.79,-8.449,5.825,0.764
3.28515625,4.999,-3.067,-0.088,4.607,-0.683,-5.884,7.138,0.132
3.2890625,6.324,-3.663,-0.028,6.474,-1.391,-5.961,6.753,-1.178
3.29296875,7.27,-5.741,1.66,4.071,-3.313,-3.678,7.924,-4.482
3.296875,5.375,-5.982,1.734,3.144,-3.924,-3.951,10.219,-5.12
3.30078125,3.095,-8.457,4.882,1.601,-4.004,-2.19,5.826,-8.08
3.3046875,3.629,-6.395,5.25,-4.01,-6.365,1.031,4.596,-8.179
3.30859375,0.146,-5.41,7.178,-4.958,-6.525,-1.08,5.05,-6.781
3.3125,-0.165,-7.63,8.065,-5.074,-7.106,1.884,3.895,-4.84
3.31640625,-2.141,-4.354,3.952,-5.635,-7.79,3.794,0.159,-6.283
3.3203125,0.42,-1.991,4.693,-5.474,-4.729,6.288,1.077,-4.69
3.32421875,-1.49,-1.221,6.065,-6.071,-6.261,4.579,-3.258,-1.342
3.328125,-6.782,2.161,3.621,-6.018,-4.437,8.971,-4.302,0.162
3.33203125,-2.88,1.34,2.896,-7.176,-7.146,8.771,-6.365,1.841
3.3359375,-5.037,3.18,2.565,-5.439,-4.735,7.09,-6.45,3.201
3.33984375,-4.905,4.053,-0.144,-1.485,-4.152,6.334,-6.685,5.697
3.34375,-4.345,4.28,-0.14,-3.6,-0.715,4.952,-8.498,4.863
3.34765625,-6.144,5.326,-1.045,0.71,0.304,4.851,-6.82,6.164
3.3515625,-5.162,4.73,-5.821,-0.603,0.827,3.624,-4.567,7.747
3.35546875,-3.827,9.275,-4.424,3.574,1.645,1.138,-7.619,6.653
3.359375,-3.264,6.262,-7.101,2.725,3.1,2.544,-5.438,5.517
3.36328125,-3.195,7.847,-6.421,4.23,3.801,-1.561,-2.822,4.064
3.3671875,-2.394,5.274,-6.238,6.424,5.666,-1.609,-1.262,5.481
3.37109375,0.224,6.2,-4.303,5.364,5.264,-5.007,1.199,1.332
3.375,0.679,3.6,-6.58,5.666,5.897,-6.247,1.866,-0.077
3.37890625,2.813,0.879,-1.789,5.923,8.593,-6.11,7.278,-1.209
3.3828125,1.121,-2.236,-3.621,3.997,9.008,-8.827,5.885,-4.652
3.38671875,1.54,-1.464,-2.641,3.126,7.263,-8.522,5.426,-7.687
3.390625,2.776,0.81,-1.094,2.171,3.756,-8.712,8.39,-5.743
3.39453125,2.853,-2.713,0.484,1.791,5.862,-5.231,5.893,-4.366
3.3984375,4.371,-4.163,4.608,-0.247,4.462,-4.416,7.15,-5.046
3.40234375,9.194,-4.983,7.254,-2.55,2.865,-4.047,5.086,-7.752
3.40625,7.441,-6.946,6.933,-5.341,1.183,-4.402,5.318,-7.436
3.41015625,4.816,-7.358,6.266,-5.655,-0.286,-1.952,4.515,-4.84
3.4140625,5.34,-7.996,4.287,-4.842,-1.812,-1.123,1.336,-1.683
3.41796875,4.297,-5.801,6.691,-5.771,-0.791,3.969,0.258,-1.719
3.421875,5.777,-4.195,4.858,-5.448,-4.155,4.32,-2.34,0.328
3.42578125,4.808,-4.753,4.539,-5.104,-3.26,4.678,-1.564,2.562
3.4296875,1.824,-3.399,4.197,-7.452,-5.916,6.192,-5.622,3.739
3.43359375,0.784,-3.427,3.141,-1.024,-7.335,5.659,-6.039,5.596
3.4375,0.142,-1.043,2.599,-1.473,-5.751,5.715,-5.744,6.554
3.44140625,-3.951,1.085,-0.596,0.22,-7.049,6.574,-9.885,4.636
3.4453125,-1.851,1.827,-4.315,3.228,-7.339,3.809,-7.716,8.687
3.44921875,-3.374,4.028,-3.924,4.149,-6.483,8.811,-5.549,7.096
3.453125,-2.216,5.105,-3.863,4.518,-5.284,4.18,-6.358,5.501
3.45703125,-3.578,4.32,-5.24,5.572,-3.781,5.233,-5.196,3.888
3.4609375,-4.965,5.386,-5.357,4.204,-2.884,4.899,-1.769,2.812
3.46484375,-4.226,5.663,-9.268,8.673,-3.106,3.797,-3.73,0.4
3.46875,-5.492,4.807,-6.268,7.253,-0.81,1.673,-0.439,-0.039
3.47265625,-5.851,7.479,-6.724,5.456,-0.584,-0.999,-0.096,-4.392
3.4765625,-3.766,3.013,-4.408,3.416,1.609,0.15,3.245,-5.744
3.48046875,-5.714,5.355,-3.8,2.701,3.525,-2.878,6.872,-7.364
3.484375,-5.41,4.743,-2.409,0.67,3.535,-5.913,7.479,-6.398
3.48828125,-1.773,2.487,1.364,-2.017,5.293,-6.41,9.184,-5.901
3.4921875,-2.643,0.232,0.217,-3.63,5.4,-7.125,8.045,-8.301
3.49609375,-1.395,-1.081,2.244,-3.95,6.05,-6.098,6.537,-7.378
3.5,0.499,0.506,3.875,-4.569,7.103,-6.95,8.158,-3.799
3.50390625,3.778,-3.741,8.357,-6.085,6.638,-7.852,4.441,-3.812
3.5078125,4.427,-2.2,6.026,-7.3,6.845,-6.407,7.089,-4.234
3.51171875,4.892,-5.301,4.649,-8.847,7.407,-4.083,2.882,0.386
3.515625,4.215,-2.9,6.583,-6.601,7.033,-4.076,0.568,1.26
3.51953125,7.128,-5.834,4.978,-5.85,5.014,-3.956,-0.515,4.074
3.5234375,2.732,-4.851,4.719,-2.361,4.481,-0.711,-3.678,4.869
3.52734375,7.081,-4.105,3.337,-3.04,2.807,-1.406,-3.598,6.403
3.53125,7.525,-5.212,3.53,-0.633,1.793,2.086,-5.135,5.46
3.53515625,4.465,-4.919,2.746,2.788,-0.904,3.816,-7.337,7.422
3.5390625,6.374,-3.831,-0.309,3.524,-4.476,3.8,-8.133,7.392
3.54296875,6.069,-2.886,-2.135,4.572,-4.258,7.127,-8.246,6.082
3.546875,4.129,0.19,-1.773,6.353,-5.657,7.959,-6.528,3.251
3.55078125,2.434,2.295,-4.337,7.266,-4.832,8.72,-4.367,3.305
3.5546875,4.7,1.926,-5.106,7.689,-4.892,7.473,-4.629,1.737
3.55859375,1.81,3.919,-7.995,8.381,-5.576,7.76,-3.694,-1.745
3.5625,1.362,5.299,-7.263,6.073,-7.289,6.044,-6.191,-0.202
3.56640625,0.318,3.647,-3.7,3.724,-5.965,6.668,-1.197,-4.855
3.5703125,-3.418,7.567,-6.643,2.258,-5.783,4.27,-0.248,-5.209
3.57421875,-6.303,5.461,-4.011,1.227,-7.244,0.984,3.999,-7.166
3.578125,-4.418,8.225,-5.355,-0.034,-8.515,3.894,2.194,-8.066
3.58203125,-4.522,5.111,-3.75,-2.069,-5.746,0.808,2.471,-6.447
3.5859375,-5.116,4.435,-1.014,-4.264,-5.301,-1.689,6.0,-9.655
3.58984375,-4.831,5.03,1.505,-5.661,-3.651,-3.271,7.121,-6.254
3.59375,-4.778,5.998,1.139,-7.325,0.406,-2.747,6.739,-3.744
3.59765625,-5.385,2.56,2.4,-7.039,0.584,-6.065,7.301,-1.892
3.6015625,-4.578,0.713,4.092,-5.801,0.771,-5.75,6.31,1.967
3.60546875,-5.856,-1.338,6.181,-6.601,3.311,-4.344,5.929,2.726
3.609375,-8.43,-0.999,8.059,-6.234,3.704,-7.287,3.601,6.001
3.61328125,-2.455,-3.714,5.234,-4.226,2.188,-7.885,2.749,2.163
3.6171875,-1.958,-2.93,8.016,-2.694,5.651,-6.105,1.013,5.91
3.62109375,0.542,-4.257,5.812,-0.078,5.514,-4.3,-0.336,6.794
3.625,2.921,-6.991,4.407,-0.329,5.717,-3.596,-2.875,5.991
3.62890625,0.409,-5.372,3.936,2.865,7.586,-5.637,-5.798,8.074
3.6328125,2.321,-6.801,3.454,4.231,6.879,-2.06,-5.971,6.101
3.63671875,4.542,-3.852,2.897,4.47,6.118,-0.462,-8.141,5.532
3.640625,4.611,-3.723,1.022,5.473,5.547,2.555,-4.35,3.893
3.64453125,4.65,-4.108,-5.654,5.991,5.185,3.103,-7.471,1.458
3.6484375,4.454,-2.157,-3.741,5.055,4.393,5.367,-5.344,1.074
3.65234375,6.731,-5.265,-5.382,5.442,1.343,5.036,-6.672,1.718
3.65625,5.173,-2.3,-6.827,5.962,2.286,7.228,-4.538,-5.348
3.66015625,6.329,-1.08,-7.627,3.798,-1.253,6.064,-2.539,-5.348
3.6640625,4.097,-1.144,-5.724,0.073,-0.525,4.632,-1.056,-8.021
3.66796875,4.49,3.491,-7.197,-0.662,-4.307,8.331,1.562,-6.438
3.671875,7.176,5.02,-6.43,-1.038,-3.879,8.112,-0.604,-6.522
3.67578125,3.268,5.881,-1.821,-4.228,-4.336,7.311,3.747,-6.524
3.6796875,0.994,2.04,-4.233,-4.359,-6.622,6.279,3.988,-5.233
3.68359375,1.367,5.413,-2.589,-6.175,-4.067,2.97,5.491,-4.947
3.6875,-0.098,4.556,0.409,-5.16,-6.157,2.685,5.79,-2.705
3.69140625,0.204,5.59,2.643,-6.675,-7.879,0.604,4.614,-0.863
3.6953125,-1.191,7.692,2.293,-6.071,-7.975,-1.136,7.951,2.486
3.69921875,-4.098,5.817,1.915,-2.882,-8.829,-2.753,7.403,4.766
3.703125,-5.019,5.125,4.154,-2.984,-6.147,-4.577,6.586,4.909
3.70703125,-5.331,1.484,6.243,-3.838,-5.58,-5.1,5.077,3.805
3.7109375,-5.767,1.072,7.052,-2.045,-5.322,-7.561,2.333,6.467
3.71484375,-6.374,0.005,6.926,-0.275,-2.919,-7.592,2.708,6.798
3.71875,-6.376,-1.117,6.478,3.169,-1.374,-4.988,-4.538,5.397
3.72265625,-5.154,-0.472,4.724,6.17,0.003,-6.792,-2.83,5.383
3.7265625,-4.907,-2.642,6.102,4.705,2.939,-7.719,-3.929,5.181
3.73046875,-7.294,-3.783,4.375,7.801,2.427,-5.237,-6.776,4.9
3.734375,-5.724,-7.286,1.891,6.262,5.005,-7.527,-5.943,2.285
3.73828125,-3.948,-6.035,0.279,5.213,3.734,-5.105,-9.902,0.921
3.7421875,-0.885,-5.469,-0.775,6.86,5.008,-4.124,-6.352,-0.538
3.74609375,0.401,-6.603,-2.895,5.752,5.27,0.168,-7.834,-4.015
3.75,-0.547,-4.655,-2.234,5.992,7.488,-1.157,-5.653,-6.245
3.75390625,2.062,-5.546,-5.21,-0.492,7.03,-0.872,-2.146,-4.809
3.7578125,1.535,-5.292,-7.681,-1.173,6.042,5.204,-5.391,-7.339
3.76171875,5.059,-5.065,-7.205,-2.771,7.289,3.289,-4.328,-6.964
3.765625,3.072,-1.694,-6.245,-3.353,6.962,7.131,0.751,-6.946
3.76953125,4.306,-0.22,-5.533,-4.375,4.03,6.722,1.761,-6.679
3.7734375,6.818,0.726,-6.358,-8.222,4.099,8.098,0.955,-6.266
3.77734375,4.853,0.403,-3.992,-7.859,2.154,6.139,4.777,-3.815
3.78125,6.93,3.372,-3.41,-7.078,-0.274,5.407,8.034,-1.156
3.78515625,5.787,3.116,-0.939,-7.507,1.491,5.568,6.049,0.418
3.7890625,5.607,4.825,1.459,-5.916,-0.809,5.259,9.468,3.902
3.79296875,4.759,5.653,2.954,-5.836,-2.358,2.406,9.254,4.754
3.796875,2.948,7.289,2.11,-2.447,-3.073,4.093,6.262,4.93
3.80078125,4.872,3.659,3.328,-3.033,-4.537,1.345,6.071,9.089
3.8046875,2.617,7.496,5.159,1.265,-4.18,-1.958,5.463,8.968
3.80859375,-1.594,5.425,4.744,1.4,-5.435,-1.527,4.96,9.255
3.8125,0.698,6.13,4.803,3.809,-5.393,-2.307,3.396,6.166
3.81640625,-3.084,3.388,5.792,4.483,-6.093,-4.632,1.727,7.618
3.8203125,-1.419,4.35,4.068,6.004,-7.775,-7.263,0.747,5.18
3.82421875,-5.369,1.326,5.112,5.572,-6.898,-6.138,-2.251,3.803
3.828125,-4.489,-0.607,3.272,6.06,-7.268,-5.373,-5.463,-1.014
3.83203125,-4.238,-1.69,2.886,7.002,-4.425,-9.086,-3.802,-3.764
3.8359375,-5.423,-1.393,2.142,6.389,-0.198,-5.564,-5.04,-5.337
3.83984375,-7.601,-2.216,-0.76,4.453,-3.289,-6.192,-8.175,-2.28
3.84375,-5.328,-6.567,-1.399,2.868,-1.545,-5.659,-6.478,-4.472
3.84765625,-7.811,-4.432,-2.822,1.456,0.654,-5.228,-6.628,-6.666
3.8515625,-3.603,-6.447,-3.091,-0.924,2.44,-2.3,-7.161,-6.389
3.85546875,-5.266,-6.491,-5.225,-1.204,2.287,-0.922,-4.229,-5.812
3.859375,-4.311,-5.52,-6.388,-4.122,4.182,1.4,-2.877,-6.858
3.86328125,-3.279,-4.005,-5.445,-3.184,5.015,-1.001,-3.317,-6.617
3.8671875,-2.085,-5.142,-5.734,-6.66,5.638,3.876,1.717,-5.266
3.87109375,-1.11,-3.195,-4.545,-6.345,8.367,8.691,1.272,-1.537
3.875,1.529,-1.42,-4.757,-6.962,7.276,5.487,1.66,0.099
3.87890625,-0.937,-0.785,-2.269,-6.043,4.992,6.906,5.101,1.397
3.8828125,1.525,1.091,-1.317,-4.595,6.687,6.563,4.827,2.913
3.88671875,5.08,1.685,0.602,-3.382,5.215,6.252,5.675,5.57
3.890625,4.902,2.248,0.225,-1.04,4.693,6.642,9.011,5.568
3.89453125,3.17,2.604,3.997,-0.709,6.032,7.185,6.705,7.779
3.8984375,7.637,6.236,1.425,1.016,4.938,7.599,7.287,8.466
3.90234375,6.496,7.552,2.109,4.359,2.158,6.318,7.172,5.426
3.90625,6.072,4.861,5.073,5.285,1.939,2.349,5.097,5.87
3.91015625,7.961,5.64,8.711,6.447,-0.539,0.187,3.705,5.722
3.9140625,6.4,7.658,7.286,4.85,-0.339,-0.412,0.586,3.061
3.91796875,4.612,6.417,7.688,5.519,-1.813,-1.533,1.98,0.454
3.921875,4.154,4.638,3.457,7.022,-3.661,-1.352,-1.105,0.235
3.92578125,4.587,5.39,6.41,5.171,-5.575,-4.757,-4.678,-0.435
3.9296875,3.313,2.99,5.931,3.635,-6.165,-5.228,-5.835,-2.082
3.93359375,-0.599,3.985,6.1,2.504,-6.822,-8.421,-5.079,-5.063
3.9375,-0.635,0.888,2.621,0.532,-7.65,-5.715,-5.48,-8.096
3.94140625,-3.438,-3.086,-0.145,0.777,-8.07,-7.667,-6.639,-6.226
3.9453125,-2.964,-1.548,-1.709,-0.497,-7.306,-7.047,-6.441,-7.808
3.94921875,-3.283,-3.856,-5.71,-4.619,-5.444,-5.928,-7.667,-7.201
3.953125,-5.19,-6.036,-3.868,-4.57,-6.745,-7.048,-5.993,-6.262
3.95703125,-4.952,-7.924,-5.98,-6.367,-5.757,-4.771,-5.784,-2.342
3.9609375,-7.585,-6.973,-6.315,-7.268,-3.32,-4.509,-4.837,-2.948
3.96484375,-5.155,-6.354,-6.596,-7.339,-0.38,-2.426,0.241,-1.787
3.96875,-8.067,-5.448,-8.441,-5.96,-2.581,1.048,-1.362,3.731
3.97265625,-4.964,-8.577,-5.603,-4.06,1.568,-1.042,2.058,2.496
3.9765625,-5.13,-5.411,-5.617,-5.297,0.799,4.481,4.478,4.479
3.98046875,-1.875,-3.555,-1.44,-2.794,1.893,3.504,7.123,4.579
3.984375,-5.231,-3.934,-1.981,-0.288,6.065,5.515,6.579,6.638
3.98828125,-5.267,-2.343,-0.459,1.122,4.68,7.575,7.623,8.091
3.9921875,-2.146,-1.278,0.853,2.928,4.904,6.743,6.295,7.281
3.99609375,-2.232,3.292,3.859,3.367,7.517,6.698,6.666,7.582
4.0,-1.268,1.924,4.519,5.391,7.718,8.132,7.354,6.372
4.00390625,2.14,3.019,4.767,4.448,6.041,6.579,7.267,5.318
4.0078125,2.432,4.29,6.172,7.489,6.967,5.566,6.289,3.35
4.01171875,5.011,5.3,6.586,5.402,7.127,6.038,3.443,-0.178
4.015625,6.257,6.531,6.645,4.838,5.681,4.152,1.335,-4.097
4.01953125,5.516,7.068,7.306,5.032,6.182,2.482,0.802,-2.81
4.0234375,6.2,7.089,4.83,4.363,4.146,1.184,-2.738,-5.882
4.02734375,8.618,7.906,4.045,1.578,3.074,-0.821,-4.256,-6.536
4.03125,6.632,5.543,3.554,0.504,3.574,-3.4,-7.35,-7.559
4.03515625,7.975,3.724,4.805,-0.313,4.717,-0.797,-5.05,-8.181
4.0390625,4.251,4.395,-2.043,-3.984,-1.57,-6.096,-5.64,-8.971
4.04296875,3.304,2.289,-2.626,-4.569,-3.305,-3.121,-5.597,-6.747
4.046875,5.749,0.52,-0.577,-6.726,-2.862,-6.594,-6.688,-3.487
4.05078125,6.023,0.542,-3.688,-7.917,-2.731,-8.288,-4.456,-0.439
4.0546875,3.15,-0.956,-4.887,-6.683,-7.244,-7.689,-5.658,-1.844
4.05859375,1.996,-3.936,-3.583,-4.986,-5.922,-6.781,-6.122,2.256
4.0625,1.742,-2.786,-6.37,-5.675,-6.482,-9.383,-3.469,3.334
4.06640625,-0.387,-3.816,-7.429,-5.152,-4.974,-7.35,-3.627,3.737
4.0703125,-2.078,-6.003,-6.418,-0.705,-4.484,-4.245,0.533,6.635
4.07421875,-1.59,-6.084,-4.95,-1.47,-8.051,-3.943,2.139,7.319
4.078125,-2.373,-7.358,-6.545,0.509,-5.508,-3.613,4.555,7.826
4.08203125,-4.726,-6.568,-3.468,1.575,-5.835,0.226,4.532,6.502
4.0859375,-6.249,-5.479,-0.228,1.437,-4.273,1.536,5.907,9.811
4.08984375,-7.431,-7.542,1.173,5.504,-2.437,3.673,7.945,6.506
4.09375,-7.661,-2.765,0.138,4.006,-1.174,7.407,6.207,5.124
4.09765625,-5.953,0.275,3.002,7.816,-0.441,4.626,4.829,5.027
4.1015625,-7.367,-1.922,2.219,7.336,0.618,5.012,7.344,0.233
4.10546875,-5.349,-1.593,5.427,5.411,2.512,8.545,5.764,-1.168
4.109375,-5.018,2.128,7.939,3.795,2.525,6.532,2.085,-2.862
4.11328125,-1.807,2.856,8.442,2.534,3.844,7.076,1.875,-6.325
4.1171875,-0.338,3.788,6.376,1.856,6.061,5.108,0.765,-8.516
4.12109375,-0.605,6.524,3.427,-0.235,7.784,6.626,0.282,-7.494
4.125,-0.398,6.37,5.695,-1.125,5.415,3.978,-3.277,-7.007
4.12890625,1.678,4.395,4.47,-3.936,6.265,2.436,-7.967,-7.367
4.1328125,3.801,6.15,3.339,-3.116,5.728,1.288,-5.309,-7.062
4.13671875,3.274,5.1,1.137,-6.37,5.498,0.716,-6.478,-5.309
4.140625,4.91,5.398,0.09,-6.787,8.391,-0.14,-4.72,-3.813
4.14453125,3.093,4.322,-1.862,-8.772,3.914,-3.695,-7.77,-0.269
4.1484375,5.628,3.415,-3.566,-6.585,5.168,-3.363,-5.521,0.721
4.15234375,7.297,3.768,-5.858,-5.463,2.61,-5.57,-4.234,-1.07
4.15625,7.332,3.69,-5.971,-6.115,1.792,-5.83,-6.466,4.302
4.16015625,5.224,1.511,-7.005,-3.538,-0.963,-6.972,-4.893,4.542
4.1640625,4.748,-1.266,-4.985,-0.207,-1.31,-5.824,-3.317,6.886
4.16796875,3.393,-4.055,-5.302,-1.777,-2.113,-7.034,1.232,7.575
4.171875,4.178,-3.386,-4.551,0.604,-3.644,-5.799,3.213,8.348
4.17578125,4.723,-2.812,-5.816,3.699,-3.521,-3.454,4.411,7.952
4.1796875,4.64,-3.818,-4.019,6.798,-8.445,-3.584,5.383,6.273
4.18359375,3.828,-5.419,-4.479,6.527,-6.259,-3.597,5.248,4.307
4.1875,-0.376,-7.473,-1.231,5.348,-8.664,-2.24,6.785,1.347
4.19140625,2.65,-5.939,-0.987,5.021,-7.867,0.361,6.551,1.218
4.1953125,-4.249,-2.762,3.051,5.787,-6.21,2.483,6.056,-1.616
4.19921875,-0.481,-5.009,3.826,4.438,-6.913,2.398,6.009,-1.266
4.203125,-0.366,-6.143,4.371,3.878,-3.675,4.824,5.476,-4.645
4.20703125,-7.162,-1.953,6.934,4.354,-5.789,5.537,4.287,-5.588
4.2109375,-5.878,-1.463,6.298,-0.754,-6.391,4.229,2.929,-6.666
4.21484375,-4.987,0.016,7.241,-0.993,-5.239,8.851,3.512,-8.394
4.21875,-4.931,0.807,4.98,-2.66,-1.667,7.43,-0.583,-7.691
4.22265625,-6.754,1.819,4.541,-4.321,0.199,6.057,-3.506,-6.817
4.2265625,-5.448,3.272,7.641,-5.174,2.586,7.661,-3.96,-6.258
4.23046875,-6.084,3.874,3.441,-5.669,3.696,8.045,-4.96,-5.369
4.234375,-3.543,6.245,-1.245,-7.177,3.055,3.019,-5.356,-1.902
4.23828125,-3.18,6.131,-0.564,-6.696,5.436,5.22,-7.065,-0.847
4.2421875,-1.573,6.455,-0.897,-6.742,6.427,2.263,-7.105,0.067
